lab_0_0,-86.86788940429688
lab_0_1,-81.29833984375
lab_0_2,-86.03280639648438
lab_0_3,-81.34548950195312
lab_0_4,-50.2095947265625
lab_0_5,145.17642211914062
lab_0_6,149.27685546875
lab_1_0,72.63758087158203
lab_1_1,-78.57644653320312
lab_1_2,-16.993558883666992
lab_1_3,16.941343307495117
lab_1_4,-16.518680572509766
lab_1_5,95.19705963134766
lab_1_6,158.0509490966797
lab_1_7,87.14872741699219
lab_1_8,31.97042465209961
lab_1_9,45.10721206665039
lab_2_0,88.02459716796875
lab_2_1,144.13165283203125
lab_2_2,78.0010986328125
lab_2_3,213.23471069335938
lab_2_4,-68.53917694091797
lab_2_5,145.9442596435547
lab_2_6,157.4554901123047
lab_2_7,181.8130340576172
lab_2_8,18.45771026611328
lab_2_9,104.8794174194336
lab_2_10,106.89116668701172
lab_2_11,113.05624389648438
lab_2_12,40.56736755371094
lab_2_13,226.83616638183594
lab_2_14,68.7529296875
lab_2_15,178.19287109375
lab_2_16,118.64059448242188
lab_2_17,70.01872253417969
lab_2_18,48.53926086425781
lab_2_19,48.674007415771484
lab_2_20,98.86827087402344
lab_3_0,99.4526596069336
lab_3_1,-54.098426818847656
lab_3_2,-66.50891876220703
lab_3_3,-46.05802917480469
lab_3_4,-50.00116729736328
lab_3_5,-34.378662109375
lab_3_6,-74.95897674560547
lab_3_7,-51.472862243652344
lab_3_8,-66.0430679321289
lab_3_9,-69.22831726074219
lab_3_10,-52.10600280761719
lab_3_11,-70.94316864013672
lab_3_12,34.33428955078125
lab_3_13,57.810211181640625
lab_3_14,17.452009201049805
lab_4_0,18.827524185180664
lab_4_1,-80.97090148925781
lab_4_2,-103.01663208007812
lab_4_3,-100.63105773925781
lab_4_4,-145.6077117919922
lab_4_5,-111.60169982910156
lab_4_6,-132.38717651367188
lab_4_7,-124.24407958984375
lab_4_8,-63.05780792236328
lab_4_9,-69.35966491699219
lab_4_10,-10.311372756958008
lab_4_11,-47.97955322265625
lab_4_12,111.06554412841797
lab_4_13,-119.04691314697266
lab_4_14,-116.90631103515625
lab_4_15,-88.98756408691406
lab_4_16,-82.7529296875
lab_4_17,-121.09077453613281
lab_4_18,-41.671791076660156
lab_4_19,-82.4394760131836
lab_4_20,-57.772972106933594
lab_4_21,-30.53759765625
lab_4_22,-51.43953323364258
lab_4_23,-37.42311096191406
lab_5_0,-40.449851989746094
lab_5_1,-46.46232604980469
lab_5_2,-65.122802734375
lab_5_3,-33.98707962036133
lab_5_4,-41.64032745361328
lab_5_5,-89.18658447265625
lab_5_6,0.20045757293701172
lab_5_7,2.4270968437194824
lab_5_8,-73.67501068115234
lab_5_9,9.337356567382812
lab_5_10,-100.51508331298828
lab_5_11,-106.41888427734375
lab_5_12,-90.1839599609375
lab_5_13,-62.889251708984375
lab_5_14,-3.9920525550842285
lab_5_15,-42.18309020996094
lab_5_16,-94.66500091552734
lab_5_17,-90.7927474975586
lab_5_18,-89.66462707519531
lab_5_19,-48.271278381347656
lab_5_20,-45.12667465209961
lab_5_21,-110.19532012939453
lab_5_22,-119.95034790039062
lab_5_23,-133.38291931152344
lab_5_24,33.9922981262207
lab_5_25,7.586657524108887
lab_5_26,-77.81763458251953
lab_5_27,-128.4746551513672
lab_5_28,-124.28399658203125
lab_5_29,-91.18605041503906
lab_5_30,-106.23907470703125
lab_5_31,-56.805809020996094
lab_5_32,-128.02178955078125
lab_5_33,-66.82585906982422
lab_5_34,-126.17350006103516
lab_5_35,-136.509521484375
lab_5_36,-100.13863372802734
lab_5_37,-122.58135986328125
lab_5_38,-125.81228637695312
lab_5_39,131.78720092773438
lab_5_40,-107.82205963134766
lab_5_41,-118.14815521240234
lab_5_42,128.72084045410156
lab_5_43,-120.141845703125
lab_5_44,-70.39779663085938
lab_5_45,-83.1787109375
lab_5_46,-67.1827621459961
lab_5_47,-39.62057113647461
lab_6_0,-72.26605224609375
lab_6_1,-51.87318420410156
lab_6_2,-58.052284240722656
lab_6_3,-46.340145111083984
lab_6_4,-59.99137878417969
lab_6_5,-28.62017059326172
lab_6_6,82.95626068115234
lab_6_7,-23.385873794555664
lab_6_8,-48.85823440551758
lab_6_9,-83.26846313476562
lab_6_10,-50.35121154785156
lab_6_11,-53.018917083740234
lab_6_12,-46.095359802246094
lab_6_13,-44.36174774169922
lab_6_14,37.829490661621094
lab_6_15,140.6551513671875
lab_6_16,-53.26229476928711
lab_6_17,-48.27262878417969
lab_6_18,-23.385873794555664
lab_6_19,92.10255432128906
lab_6_20,-66.9244384765625
lab_6_21,-53.96385955810547
lab_6_22,168.95411682128906
lab_6_23,34.991004943847656
lab_6_24,-12.268952369689941
lab_6_25,-52.927913665771484
lab_6_26,-6.9198689460754395
lab_6_27,21.990894317626953
lab_6_28,-44.62442398071289
lab_6_29,146.91209411621094
lab_6_30,-14.98647689819336
lab_6_31,-47.28200912475586
lab_6_32,-36.081058502197266
lab_6_33,8.779125213623047
lab_6_34,-57.893707275390625
lab_6_35,83.7215576171875
lab_6_36,88.77794647216797
lab_6_37,-41.35151672363281
lab_6_38,100.627685546875
lab_6_39,-7.647791862487793
lab_6_40,5.84659481048584
lab_6_41,17.619478225708008
lab_7_0,24.080474853515625
lab_7_1,-90.06124114990234
lab_7_2,-67.82782745361328
lab_7_3,-50.7647705078125
lab_7_4,-12.179207801818848
lab_7_5,-47.39295196533203
lab_7_6,-12.726097106933594
lab_7_7,-34.39857864379883
lab_7_8,-106.05168914794922
lab_7_9,-60.02324676513672
lab_7_10,12.184188842773438
lab_7_11,-4.052942752838135
lab_7_12,-39.849918365478516
lab_7_13,-35.824562072753906
lab_7_14,14.950779914855957
lab_7_15,1.998063325881958
lab_8_0,-48.32433319091797
lab_8_1,-66.65570068359375
lab_8_2,-93.66170501708984
lab_8_3,-2.9150137901306152
lab_8_4,-23.923107147216797
lab_8_5,-334.7940979003906
lab_8_6,-14.145044326782227
lab_8_7,-76.85511779785156
lab_8_8,-106.23341369628906
lab_8_9,-68.94633483886719
lab_8_10,-40.60554504394531
lab_9_0,171.15231323242188
lab_9_1,-60.54994201660156
lab_9_2,-71.72801971435547
lab_9_3,-43.96558380126953
lab_9_4,-58.27016830444336
lab_9_5,-45.9745979309082
lab_9_6,-59.37333679199219
lab_9_7,-30.604921340942383
lab_9_8,-54.79311752319336
lab_10_0,-125.00384521484375
lab_10_1,-126.14830017089844
lab_10_2,-40.34785842895508
lab_10_3,-94.4662857055664
lab_10_4,-96.69538879394531
lab_10_5,-86.80110168457031
lab_10_6,121.75457763671875
lab_10_7,-114.06407165527344
lab_10_8,-97.00321197509766
lab_11_0,-37.32550048828125
lab_11_1,-67.15670013427734
lab_11_2,-53.02192687988281
lab_11_3,-44.8804931640625
lab_11_4,-33.222904205322266
lab_11_5,-66.89894104003906
lab_11_6,-29.750938415527344
lab_11_7,-54.793636322021484
lab_11_8,-44.171722412109375
lab_11_9,-36.08088302612305
lab_11_10,-56.69950866699219
lab_11_11,-41.06049728393555
lab_11_12,-96.15646362304688
lab_11_13,-56.9257926940918
lab_11_14,165.3876953125
lab_11_15,-46.449745178222656
lab_11_16,-32.7679443359375
lab_11_17,-46.11180877685547
lab_11_18,60.66775131225586
lab_11_19,102.88104248046875
lab_11_20,116.52012634277344
lab_11_21,29.172256469726562
lab_11_22,-46.310646057128906
lab_11_23,-82.10784912109375
lab_11_24,-49.34667205810547
lab_11_25,99.92962646484375
lab_11_26,67.47352600097656
lab_11_27,155.5725860595703
lab_11_28,-38.06866455078125
lab_11_29,177.9222412109375
lab_11_30,35.130043029785156
lab_11_31,37.717437744140625
lab_11_32,156.77593994140625
lab_11_33,-76.6226577758789
lab_11_34,-14.244784355163574
lab_11_35,-1.0135542154312134
lab_11_36,104.1002197265625
lab_11_37,-65.19483947753906
lab_11_38,78.33549499511719
lab_11_39,-6.8942060470581055
lab_11_40,72.5819320678711
lab_12_0,-118.4195785522461
