lab_0_0,-4.2772856,-2.2602994,-3.0088603,14.333653,-2.8645656,-1.6799803,-2.364545,-3.7198722
lab_0_1,-4.8654,-2.511509,-3.490512,13.506951,-2.2744474,-1.639337,-2.0406606,-4.141777
lab_0_2,-4.0667872,-2.1322684,-2.8130505,15.405173,-3.3401623,-1.7274344,-2.635197,-3.537381
lab_0_3,-3.1877124,-1.7142138,-2.1523464,13.486162,-3.1325989,-1.4652436,-2.487052,-2.8703613
lab_0_4,-2.9751,-1.5526347,-1.9878631,11.907212,-2.5703,-1.2565763,-2.058774,-2.5487804
lab_0_5,23.054688,11.557256,14.715725,-1.754856,-10.221344,9.360559,-5.2805777,17.087465
lab_0_6,19.521198,9.82812,12.653982,1.8113694,-9.670431,7.054044,-5.0548286,14.559659
lab_1_0,19.409737,9.750393,12.766378,3.0536191,-10.399017,5.8109503,-5.1234074,13.994077
lab_1_1,-4.6403623,-2.3894272,-3.325183,13.763312,-2.4698467,-1.6562711,-2.129741,-3.9419327
lab_1_2,-0.019486992,-0.08692068,0.08612749,7.189993,-2.2671287,-0.54135525,-1.8189926,0.0015627891
lab_1_3,18.555134,9.235533,12.441,6.8098636,-10.856842,5.6914635,-6.122973,13.673703
lab_1_4,0.7626446,-0.058704793,0.43013993,9.414931,-3.3413744,-0.40439177,-1.8973453,0.8691
lab_1_5,18.639698,9.268383,12.026046,0.67670494,-8.9159565,7.0119367,-4.4180393,13.805249
lab_1_6,11.484816,5.564989,7.8945184,11.230885,-9.086431,2.8924313,-5.437132,8.9738
lab_1_7,18.045631,8.861568,11.382188,0.42655015,-8.447395,6.502363,-4.269542,13.464003
lab_1_8,6.364081,2.9841783,4.047453,1.226314,-3.2834342,1.9511144,-1.7409673,4.6267548
lab_1_9,10.376814,4.998309,6.481542,-0.28289568,-4.5306296,3.8497016,-2.4456651,7.6578026
lab_2_0,21.686096,10.715612,13.673387,0.6273189,-10.195758,7.991872,-5.197628,16.40979
lab_2_1,23.040295,11.54645,15.040041,2.7601683,-11.799148,8.249043,-6.0751615,17.17528
lab_2_2,17.431023,8.568685,11.154834,3.3075016,-9.222993,5.977545,-4.44011,13.072129
lab_2_3,28.189177,14.221274,18.339996,-0.07799344,-13.094253,10.76203,-6.8951807,21.140009
lab_2_4,-3.6770124,-1.8834395,-2.577556,11.353999,-2.0826042,-1.3283347,-1.7782433,-3.12575
lab_2_5,30.350037,14.854643,18.840492,-1.8110522,-13.5318775,11.159426,-6.4688263,22.298351
lab_2_6,30.509624,15.061707,19.50507,1.7473638,-15.03025,10.544401,-7.4455338,22.515144
lab_2_7,19.055489,9.294161,12.069622,-0.81056374,-8.665719,7.103639,-4.3004217,13.994425
lab_2_8,7.722811,3.7401907,4.902927,0.35748166,-3.5635247,2.8182454,-1.9984717,5.69275
lab_2_9,27.019135,13.584274,17.699018,6.227932,-14.659185,9.269312,-8.0960045,20.134415
lab_2_10,14.765488,7.148919,9.145094,-0.30648297,-6.5409055,5.2971582,-3.3811595,10.903044
lab_2_11,16.497776,7.9953575,10.270039,-1.3420908,-7.063612,6.2407627,-3.5206096,12.110223
lab_2_12,9.872789,4.743252,6.174889,-0.18272047,-4.354064,3.6381974,-2.338414,7.2697206
lab_2_13,32.62875,16.179201,20.588055,-2.3837698,-14.381424,12.562151,-7.113714,24.080153
lab_2_14,10.024078,4.793618,6.2846565,0.53275645,-4.728754,3.3792036,-2.3800323,7.280622
lab_2_15,29.495068,14.824133,19.340601,4.6728826,-16.118734,9.519659,-7.9343543,21.488663
lab_2_16,26.16161,13.195442,17.15429,3.4801989,-13.382676,9.234573,-7.131365,19.249197
lab_2_17,12.770681,6.0954313,7.985462,1.1436964,-6.302478,4.0614276,-3.193176,9.3429
lab_2_18,11.69945,5.7945113,7.607229,4.8260713,-6.957634,3.7840643,-3.3819454,8.978463
lab_2_19,11.5873575,5.6475945,7.37407,3.5721874,-6.753399,3.3954523,-3.0312054,8.574267
lab_2_20,17.007929,8.262089,10.607034,0.8590579,-8.242337,5.592805,-4.0774584,12.439927
lab_3_0,17.285156,8.373385,11.040861,2.4366448,-8.8436985,5.7009993,-4.3586187,12.819595
lab_3_1,-3.966041,-2.0492039,-2.8486588,12.106553,-2.1213708,-1.357651,-1.907067,-3.3301158
lab_3_2,-3.5976603,-1.8270419,-2.4558585,12.786055,-2.592544,-1.4032773,-2.1223695,-3.0739403
lab_3_3,-1.2000097,-0.64457816,-0.75738,7.007045,-1.6974251,-0.62447554,-1.3649776,-1.042962
lab_3_4,-3.1986353,-1.6908255,-2.216435,11.935124,-2.451352,-1.2544205,-2.025682,-2.720928
lab_3_5,1.048697,0.4921655,0.7505009,5.2613926,-2.1351628,0.018017389,-1.5968039,0.6142678
lab_3_6,-3.8832657,-2.0091124,-2.6513424,14.242021,-2.9906163,-1.5806723,-2.3685944,-3.3431854
lab_3_7,-3.5950387,-1.8174582,-2.5211067,11.313708,-2.0997314,-1.2567708,-1.8073819,-3.0617712
lab_3_8,-2.8410397,-1.4526622,-1.93782,10.376603,-2.1076407,-1.12816,-1.7598672,-2.4535117
lab_3_9,-4.0600667,-2.0883842,-2.8421302,13.262033,-2.5497358,-1.5087266,-2.1391659,-3.4692256
lab_3_10,-2.559277,-1.3438951,-1.7653794,10.056935,-2.1208472,-1.0401621,-1.7593712,-2.1989534
lab_3_11,-4.151269,-2.1327095,-2.9363027,12.862241,-2.3806543,-1.5053803,-2.0282724,-3.5462863
lab_3_12,9.290533,4.471943,5.828829,-0.04925929,-4.125542,3.4284444,-2.26184,6.86817
lab_3_13,14.339812,6.983145,9.373411,4.085178,-8.014678,4.653205,-4.14083,10.674218
lab_3_14,4.708407,2.0875888,3.2071187,6.68447,-4.624526,0.6887732,-2.1350138,3.669771
lab_4_0,8.591053,4.034804,5.426126,5.970559,-5.821933,2.6240363,-2.9038188,6.850505
lab_4_1,-5.6321216,-3.366549,-4.0419216,18.200382,-3.6950998,-2.264576,-3.2016318,-4.7947593
lab_4_2,-9.913189,-5.142912,-7.0822196,22.215527,-3.2454772,-3.0091352,-3.1446362,-8.265555
lab_4_3,-9.16869,-4.8624525,-6.5629225,21.167257,-3.1963181,-2.853921,-3.07912,-7.6409225
lab_4_4,-12.696872,-6.5172114,-8.968501,32.60997,-5.383913,-4.026342,-4.729073,-10.262315
lab_4_5,-10.694617,-5.5156097,-7.616637,23.3068,-3.2643602,-3.1273284,-3.1830997,-8.88462
lab_4_6,-15.899213,-7.995182,-11.234598,33.764843,-4.2767057,-4.163416,-4.2348027,-12.944916
lab_4_7,-8.658741,-4.565091,-6.1076365,26.642078,-5.0480556,-3.0590208,-4.196331,-7.081897
lab_4_8,-4.673927,-2.5268521,-3.2902687,15.728096,-3.008352,-1.5989915,-2.6450546,-3.556105
lab_4_9,-3.966359,-2.6112466,-2.8183196,15.606989,-3.5925956,-1.8411794,-3.0462809,-3.450205
lab_4_10,3.4097738,1.3835976,2.2273898,3.901231,-2.654837,0.7190418,-1.704181,2.6223032
lab_4_11,-2.8160844,-1.775375,-2.0167263,13.218869,-2.875237,-1.1574323,-2.491719,-1.9760382
lab_4_12,24.143497,12.022897,15.570868,0.38891536,-11.591472,9.043323,-6.080944,17.951216
lab_4_13,-8.5802,-4.927066,-6.171201,24.56987,-4.3251004,-2.925115,-3.934312,-7.0595007
lab_4_14,-9.098327,-4.53922,-6.3356867,27.353188,-5.071475,-3.1810856,-4.419282,-7.2772207
lab_4_15,-5.443164,-2.994596,-3.8405263,21.137796,-4.3613424,-1.9851685,-3.7424982,-4.0620494
lab_4_16,-4.3388305,-2.6325226,-3.0971968,22.057861,-5.168294,-2.1157217,-4.268283,-3.4216692
lab_4_17,-10.143677,-5.2427225,-7.1627665,29.021587,-5.220754,-3.4599094,-4.507261,-8.257219
lab_4_18,8.927179,4.156458,5.5862484,8.642343,-6.7065744,2.8501687,-4.22591,6.5436296
lab_4_19,-5.597647,-3.1542773,-4.0667534,21.628033,-4.399038,-2.2867365,-3.883434,-4.2623663
lab_4_20,-4.1159987,-2.206704,-2.8950386,14.303443,-2.7885847,-1.4249982,-2.4364126,-3.149001
lab_4_21,-1.2325574,-1.1228642,-0.93644726,11.139195,-2.8362465,-0.7152774,-2.376933,-0.6846016
lab_4_22,-3.6254249,-1.9136094,-2.5369148,12.807786,-2.5725276,-1.3549643,-2.2378051,-2.7987812
lab_4_23,-1.700106,-1.0692811,-1.1592209,9.728994,-2.3544183,-0.9019553,-1.9757826,-1.2075194
lab_5_0,-3.4435596,-2.6343777,-1.9182615,17.284784,-4.4865165,-1.2761688,-2.3873584,-2.9701917
lab_5_1,-1.0712011,-1.0342526,-0.8216709,13.30968,-3.5711327,-0.74935764,-2.8464205,-0.56184703
lab_5_2,-6.841674,-3.9046078,-4.766405,12.160335,-1.2224772,-1.7345233,-1.3764644,-6.1311207
lab_5_3,-1.3627373,-0.7602232,-0.86482775,10.0703,-2.5970488,-0.9571714,-2.079346,-1.0255224
lab_5_4,-1.5058147,-1.183882,-1.0955485,11.730525,-2.9426274,-0.8695306,-2.4481137,-0.9453501
lab_5_5,-6.5070057,-3.4426448,-4.5490403,22.420628,-4.454617,-2.3001757,-3.8579426,-4.975263
lab_5_6,10.716467,5.135913,6.7327847,4.399417,-6.1366405,3.6413693,-3.5860422,8.086854
lab_5_7,2.9987636,1.5024216,2.0490513,3.7396004,-2.529592,0.5534761,-1.7197675,2.1859667
lab_5_8,-3.1617398,-1.7440552,-2.162428,13.105069,-2.9711423,-1.437686,-2.3504093,-2.867937
lab_5_9,7.507208,3.5676527,4.76509,4.20735,-4.5947247,2.361056,-2.7670496,5.649501
lab_5_10,-9.9031925,-5.0036287,-6.940124,27.667427,-4.8408146,-3.25461,-4.242567,-7.942388
lab_5_11,-7.197987,-3.9708135,-5.0706525,25.284039,-5.1306133,-2.7403338,-4.292245,-5.828704
lab_5_12,-4.937799,-2.9711583,-3.5497627,22.465927,-4.986853,-2.2054718,-4.2027655,-3.9875047
lab_5_13,-2.071909,-1.2297266,-1.3679764,11.600165,-2.9009979,-1.1126246,-2.270453,-1.9408851
lab_5_14,3.7175817,1.7036489,2.473663,3.256388,-2.6436963,0.8712384,-1.7383051,2.7599192
lab_5_15,-2.6070406,-1.6882795,-1.5744407,5.8055468,-1.1737742,-0.73473096,-0.98334706,-2.6638026
lab_5_16,-7.628431,-4.630931,-5.629383,25.892433,-4.9628553,-3.006308,-4.279172,-6.1655903
lab_5_17,-7.421573,-3.8420684,-5.3032417,24.323193,-4.5844727,-2.700418,-4.045562,-5.7932396
lab_5_18,-4.7549458,-3.256391,-3.400324,23.523779,-5.3452573,-2.5413344,-4.440501,-4.0820622
lab_5_19,-4.863121,-2.788695,-3.231281,11.025107,-1.854877,-1.4340839,-1.7987581,-4.602443
lab_5_20,-4.204737,-2.4273515,-2.7263122,9.588556,-1.6774714,-1.2424474,-1.6205213,-4.0657396
lab_5_21,-10.664265,-5.573881,-7.637342,22.798489,-3.0378997,-3.157992,-3.13938,-9.025254
lab_5_22,-7.8684855,-4.6074085,-5.750252,23.73176,-4.262781,-2.6514163,-3.9835415,-6.543571
lab_5_23,-12.2680645,-6.36054,-8.78154,28.151663,-3.9612632,-3.5757666,-3.8830404,-10.047428
lab_5_24,10.325588,4.934785,6.591873,2.3556502,-5.620937,3.3354688,-2.788433,7.646932
lab_5_25,4.7205133,2.1635876,3.1014717,2.214106,-2.8136802,1.3606031,-1.6289539,3.4750938
lab_5_26,-4.947826,-2.8624258,-3.5637379,21.675953,-4.6828823,-2.2614617,-3.9950988,-3.895428
lab_5_27,-10.415689,-5.7001963,-7.4851756,28.53367,-4.719206,-3.6259646,-4.312151,-8.55725
lab_5_28,-11.641968,-5.935041,-8.490405,30.528503,-4.8634233,-3.6221676,-4.3273106,-9.534746
lab_5_29,-6.762739,-4.30825,-4.996976,24.361603,-4.693507,-2.969825,-4.057023,-5.5655894
lab_5_30,-8.135916,-4.433573,-5.728454,26.469423,-5.16354,-3.0021,-4.310817,-6.5944257
lab_5_31,-4.005585,-2.3001847,-2.8263564,15.604812,-3.1830125,-1.4911067,-2.7539735,-2.95879
lab_5_32,-12.669786,-6.472938,-9.004657,30.712854,-4.7323446,-3.7989864,-4.337451,-10.455427
lab_5_33,-4.744536,-2.7807033,-3.3655272,18.963903,-3.9053483,-1.7630415,-3.3729544,-3.4696424
lab_5_34,-9.362375,-5.153635,-6.645647,29.279617,-5.780428,-3.626602,-4.7102423,-7.6735377
lab_5_35,-10.461309,-5.355962,-7.3886843,30.248741,-5.5443096,-3.6186194,-4.7246256,-8.429047
lab_5_36,-5.744231,-3.441444,-4.2792606,23.673092,-4.9930797,-2.5077136,-4.2736363,-4.568985
lab_5_37,-11.5882,-5.845711,-8.229679,29.784067,-4.737313,-3.4997132,-4.423636,-9.2590685
lab_5_38,-9.817606,-5.168227,-7.1210537,28.106525,-4.9464073,-3.289135,-4.306929,-8.057795
lab_5_39,20.870457,10.521353,13.324197,-1.5389109,-9.318894,8.439732,-4.728448,15.373138
lab_5_40,-5.836641,-3.3255196,-4.0484343,24.636417,-5.411251,-2.5814438,-4.404195,-4.837675
lab_5_41,-7.462718,-4.0925956,-5.1519547,26.83096,-5.540185,-2.9041886,-4.57148,-6.210942
lab_5_42,20.68447,10.328784,13.081349,-0.72353977,-9.352247,8.039273,-4.8474464,15.348102
lab_5_43,-9.510683,-4.721871,-6.7159405,27.910782,-4.979231,-3.209876,-4.4266095,-7.546417
lab_5_44,-6.053347,-3.0315814,-4.240605,17.105522,-2.9388807,-1.8633603,-2.6610816,-4.7630014
lab_5_45,-5.4245124,-3.12189,-3.7802198,20.998592,-4.3126593,-2.0357103,-3.71376,-4.024322
lab_5_46,-3.600643,-2.264582,-2.5527802,17.859444,-4.031042,-1.5745554,-3.383259,-2.5555708
lab_5_47,-1.179427,-0.86491716,-0.79933035,9.936106,-2.6196089,-0.821463,-2.1530864,-0.7412388
lab_6_0,-4.1084456,-2.1030846,-2.848707,13.897633,-2.716117,-1.548806,-2.2683637,-3.4860747
lab_6_1,-1.6610562,-0.9210679,-1.0062524,9.25155,-2.2798762,-0.8382495,-1.7811,-1.4928807
lab_6_2,-2.8909383,-1.5227087,-1.9604692,11.708151,-2.5138535,-1.2250181,-2.012823,-2.480364
lab_6_3,-2.994722,-1.5577028,-1.9749253,12.038805,-2.6448915,-1.2827213,-2.1103072,-2.5227706
lab_6_4,-3.56453,-1.8360815,-2.4959738,12.164342,-2.3719788,-1.3436866,-1.9695035,-2.9964185
lab_6_5,-0.7695614,-0.47718644,-0.46034363,9.27155,-2.5668733,-0.8074457,-2.04496,-0.5886992
lab_6_6,17.532923,8.795266,11.361261,1.5538908,-8.917211,6.082155,-4.6949787,12.821625
lab_6_7,-0.66735435,-0.4156015,-0.37636054,8.440012,-2.3807828,-0.7270766,-1.8915033,-0.49286962
lab_6_8,-2.2958732,-1.1882759,-1.5689505,9.173616,-1.9384205,-0.95734566,-1.6008661,-1.9599475
lab_6_9,-4.79658,-2.391399,-3.3789804,13.688673,-2.428707,-1.6607928,-2.0838916,-4.0830426
lab_6_10,-1.7217042,-0.9105993,-1.1580074,8.040313,-1.7878201,-0.7936948,-1.4753298,-1.4624827
lab_6_11,-2.020941,-1.6456343,-1.7841518,19.60268,-5.081667,-1.4566815,-4.1763487,-1.3386632
lab_6_12,-2.8895931,-1.5602247,-1.9907169,11.182673,-2.3127482,-1.1497633,-1.903071,-2.4209583
lab_6_13,-1.1085535,-1.2330186,-1.0360459,15.291644,-4.385104,-0.78828245,-3.3518937,-0.25885844
lab_6_14,7.550345,3.5618632,4.762103,0.6432623,-3.6104646,2.5301728,-1.8801033,5.4964566
lab_6_15,29.586344,14.900907,19.146992,3.4790194,-14.965715,10.333815,-7.983962,21.997805
lab_6_16,-3.1086764,-1.6041181,-2.1357398,11.124372,-2.2375288,-1.2039523,-1.8441374,-2.6318848
lab_6_17,-2.1162574,-1.134064,-1.3506187,10.407032,-2.4663582,-1.0222712,-1.911365,-1.7626487
lab_6_18,-0.66735435,-0.4156015,-0.37636054,8.440012,-2.3807828,-0.7270766,-1.8915033,-0.49286962
lab_6_19,17.998178,8.897215,11.445177,-0.52864724,-8.052542,6.9904327,-4.196306,13.378953
lab_6_20,-3.3811836,-1.7467439,-2.2115993,13.700649,-3.0854938,-1.4755157,-2.4149036,-2.8846054
lab_6_21,-3.260841,-1.6924016,-2.2070324,11.658616,-2.3523865,-1.2594719,-1.9352249,-2.7852585
